,budget,company,director,genre,domestic_revenue_usd,name_domestic,rating,released,runtime,score,star,votes,writer
590,8000000,Hemdale,Harold Becker,Drama,784990,The boost,R,12/23/88,95,6.1,James Woods,1629,Ben Stein
591,20000000,Universal Pictures,Paul Mazursky,Comedy,11444204,Moon over parador,PG-13,9/9/88,103,5.9,Richard Dreyfuss,4778,Charles G. Booth
592,6000000,Touchstone Pictures,John R. Cherry III,Comedy,28202109,Ernest saves christmas,PG,11/11/88,95,5.6,Jim Varney,8513,Ed Turner
593,0,Atlantic Entertainment Group,Chris Menges,Drama,2326900,A world apart,PG,6/17/88,100,7.1,Barbara Hershey,1234,Shawn Slovo
594,3000000,Atlantic Entertainment Group,James B. Harris,Crime,1884315,Cop,R,3/11/88,110,6.4,James Woods,3419,James Ellroy
595,0,"Movie Group, The",David Green,Comedy,540000,Buster,R,11/23/88,91,5.8,Phil Collins,2767,Colin Shindler
596,4000000,Warner Bros.,Joan Micklin Silver,Comedy,16262415,Crossing delancey,PG,9/16/88,97,6.9,Amy Irving,2935,Susan Sandler
597,0,Working Title Films,Bernard Rose,Drama,241278,Paperhouse,PG-13,2/17/89,92,6.8,Charlotte Burke,4568,Catherine Storr
598,0,MTM Enterprises,Robert Mulligan,Drama,5194491,Clara's heart,PG-13,10/7/88,100,6.3,Whoopi Goldberg,1821,Joseph Olshan
599,6000000,Shapiro-Glickenhaus Entertainment,James Glickenhaus,Action,10068039,Shakedown,R,5/6/88,93,5.9,Peter Weller,2087,James Glickenhaus
600,19000000,Orion Pictures,Michael Ritchie,Comedy,11005304,The couch trip,R,1/15/88,97,5.7,Dan Aykroyd,3961,Ken Kolb
601,0,Col.Ima.Son,RenÈ Laloux,Animation,370698,Gandahar,PG,3/2/88,78,7.1,Glenn Close,3196,RenÈ Laloux
602,8000000,Paramount Pictures,Marisa Silver,Drama,1893139,Permanent record,PG-13,4/22/88,91,6.4,Alan Boyce,1550,Jarre Fees
603,6000000,TriStar Pictures,Pen Densham,Drama,1869148,The kiss,R,10/14/88,101,5.5,Joanna Pacula,1258,Tom Ropelewski
604,0,CB Films,Catherine Breillat,Romance,410109,36 fillette,Not specified,1/6/89,88,6.0,Delphine Zentout,938,Catherine Breillat
605,0,Golan-Globus Productions,William Tannen,Action,5301200,Hero and the terror,R,8/26/88,96,5.2,Chuck Norris,2626,Michael Blodgett
606,0,Warner Bros.,Michael Dinner,Comedy,6436211,Hot to trot,PG,8/26/88,100,4.4,Bobcat Goldthwait,2666,Stephen Neigher
607,0,New Visions,Taylor Hackford,Drama,12638294,Everybody's all-american,R,11/4/88,127,6.2,Jessica Lange,2558,Frank Deford
608,0,Sheen/Greenblatt Productions,Leo Penn,Drama,229556,Judgement in berlin,PG,5/6/88,96,5.9,Martin Sheen,571,Herbert J. Stern
609,0,Vestron Pictures,Roger Vadim,Comedy,717376,And god created woman,R,3/4/88,100,4.3,Rebecca De Mornay,1487,R.J. Stewart
610,0,British Screen Productions,Mike Leigh,Comedy,1192322,High hopes,PG,2/24/89,108,7.6,Ruth Sheen,3235,Mike Leigh
611,14000000,Touchstone Pictures,Leonard Nimoy,Drama,4764606,The good mother,R,11/4/88,100,5.9,Diane Keaton,1361,Michael Bortman
612,19000000,Cecchi Gori Group Tiger Cinematografica,Blake Edwards,Crime,4594452,Sunset,R,4/29/88,102,5.7,Bruce Willis,3333,Rod Amateau
613,0,Working Title Films,Martin Stellman,Crime,191051,For queen & country,R,5/19/89,105,5.7,Denzel Washington,1851,Martin Stellman
614,0,Virgin Vision,Matthew Chapman,Drama,113275,Heart of midnight,R,3/3/89,93,5.3,Jennifer Jason Leigh,908,Matthew Chapman
615,0,Columbia Pictures Corporation,Daniel Petrie,Drama,187349,Rocket gibraltar,PG,9/2/88,99,6.6,Burt Lancaster,1594,Amos Poe
616,1000000,Cinema Group,Rowdy Herrington,Crime,492519,Jack's back,R,5/6/88,97,6.0,James Spader,1968,Rowdy Herrington
617,0,De Laurentiis Entertainment Group (DEG),Bill Fishman,Comedy,343786,Tapeheads,R,10/21/88,93,5.8,John Cusack,3411,Bill Fishman
618,0,Compact Yellowbill,Charles Sturridge,Drama,1560700,A handful of dust,PG,6/24/88,100,6.8,James Wilby,1519,Derek Granger
619,5000000,HandMade Films,Nicolas Roeg,Drama,429028,Track 29,R,7/12/88,100,5.9,Theresa Russell,1563,Dennis Potter
620,0,Golan-Globus Productions,Boaz Davidson,Romance,8892589,Salsa,PG,5/6/88,98,4.9,Draco Rosa,900,Boaz Davidson
621,4000000,No Frills Film Production,Andrew Fleming,Horror,9797098,Bad dreams,R,4/8/88,84,5.6,Jennifer Rubin,2583,Andrew Fleming
622,0,Columbia Pictures Corporation,Pat O'Connor,Comedy,111987,Stars and bars,R,3/18/88,94,4.8,Daniel Day-Lewis,689,William Boyd
623,0,United Artists,David Beaird,Comedy,344375,It takes two,PG-13,7/13/88,81,5.7,George Newbern,519,Richard Christian Matheson
624,0,Atlantic Entertainment Group,Paul Schrader,Biography,1223326,Patty hearst,R,9/23/88,108,6.3,Natasha Richardson,1064,Patricia Hearst
625,0,Warner Bros.,Bud Yorkin,Comedy,14681192,Arthur 2: on the rocks,PG,7/8/88,113,4.3,Dudley Moore,5270,Steve Gordon
626,13000000,Silver Screen Partners III,Chris Columbus,Comedy,5509417,Heartbreak hotel,PG-13,9/30/88,97,5.7,David Keith,1017,Chris Columbus
627,0,MK2 Productions,Claude Chabrol,Drama,438483,Story of women,Not specified,1990-02,108,7.6,Isabelle Huppert,3109,Colo Tavernier
628,0,Force 10 Productions (I),Mark Rosenthal,Comedy,124880,The in crowd,PG,1988-02,95,6.3,Jennifer Runyon,640,Lawrence Konner
629,0,Metro-Goldwyn-Mayer (MGM),Donald P. Bellisario,Action,426965,Last rites,R,11/18/88,103,5.2,Tom Berenger,867,Donald P. Bellisario
630,0,"Cannon Group, The",J. Lee Thompson,Action,3074681,Messenger of death,R,10/21/88,91,5.5,Charles Bronson,1806,Rex Burns
631,0,Cannon International,Aaron Norris,War,1348771,Platoon leader,R,1988-10,97,5.4,Tony Pierce,1193,Andrew Deutsch
632,0,Nelson Entertainment,Alan Rudolph,Comedy,2011497,The moderns,R,1988-05,126,6.7,Keith Carradine,1410,Alan Rudolph
633,18000000,TriStar Pictures,Ted Kotcheff,Comedy,9129999,Switching channels,PG,3/4/88,105,5.9,Kathleen Turner,2789,Ben Hecht
634,0,Caroline Productions,Claire Denis,Drama,2317091,Chocolat,PG-13,1989-05,105,7.4,Isaach De BankolÈ,2217,Claire Denis
635,0,Island Pictures,Caleb Deschanel,Drama,315421,Crusoe,PG-13,3/31/89,91,6.3,Aidan Quinn,759,Daniel Defoe
636,0,British Film Institute (BFI),Terence Davies,Drama,688329,"Distant voices, still lives",PG-13,11/18/88,85,7.5,Pete Postlethwaite,2626,Terence Davies
637,0,Incorporated Television Company (ITC),Piers Haggard,Drama,462813,A summer story,PG-13,7/23/88,95,7.5,Imogen Stubbs,738,John Galsworthy
638,0,Not specified,Danny Bilson,Comedy,1152786,The wrong guys,PG,5/13/88,100,5.0,Louie Anderson,637,Paul De Meo
639,0,Twentieth Century Fox Film Corporation,Christopher Crowe,Action,7242035,Off limits,R,3/11/88,102,6.2,Willem Dafoe,2154,Christopher Crowe
640,0,Warner Bros.,Daniel Goldberg,Comedy,3838793,Feds,PG-13,10/28/88,90,5.3,Rebecca De Mornay,2530,Len Blum
641,14000000,Orion Pictures,Peter Yates,Thriller,459824,The house on carroll street,PG,3/4/88,101,6.2,Kelly McGillis,1844,Walter Bernstein
642,0,United British Artists (UBA),Francis Megahy,Action,159969,Taffin,R,2/26/88,96,5.6,Pierce Brosnan,1194,David Ambrose
643,0,Orion Pictures,Robert M. Young,Drama,3076031,Dominick and eugene,PG-13,9/28/88,111,7.1,Tom Hulce,2409,Corey Blechman
644,0,Jolly Russell Productions,Ken Russell,Biography,331469,Salome's last dance,R,1988-06,89,6.7,Glenda Jackson,1110,Oscar Wilde
645,13000000,Crescent Moon,Peter Bogdanovich,Comedy,259019,Illegally yours,PG,5/13/88,102,4.2,Rob Lowe,734,Michael Kaplan
646,0,Continental Film Group Ltd.,Amin Q. Chaudhri,Drama,422667,Tiger warsaw,R,5/12/88,100,4.7,Patrick Swayze,615,Roy London
647,0,Trans World Entertainment (TWE),David Stevens,Crime,2432536,Kansas,R,9/23/88,100,5.4,Matt Dillon,766,Spencer Eastman
648,0,Heritage Entertainment Inc.,Danny Huston,Comedy,1221366,Mr. north,PG,7/22/88,93,5.9,Anthony Edwards,1077,Thornton Wilder
649,0,Vestron Pictures,Camilo Vila,Horror,6337299,The unholy,R,4/22/88,102,4.9,Ben Cross,1123,Philip Yordan
650,0,Braveworld Productions,Gary Sinise,Action,188964,Miles from home,R,9/16/88,108,5.7,Richard Gere,1117,Chris Gerolmo
651,0,Columbia Pictures Corporation,David Mamet,Comedy,3527886,Things change,PG,10/21/88,100,7.0,Don Ameche,2644,David Mamet
652,5000000,Cinetel Films,Steve Carver,Action,807947,Bulletproof,R,3/4/88,93,5.0,Gary Busey,1057,T.L. Lankford
653,12000000,Metro-Goldwyn-Mayer (MGM),Henry Winkler,Comedy,3965604,Memories of me,PG-13,10/7/88,100,5.7,Billy Crystal,789,Eric Roth
654,0,Brightstar Films,Robert Greenwald,Comedy,3790493,Sweet hearts dance,R,9/23/88,100,5.7,Don Johnson,680,Ernest Thompson
655,1600000,Cinetel Films,Michael Schroeder,Comedy,419428,Out of the dark,R,5/5/89,89,5.4,Cameron Dye,593,J. Greg De Felice
656,0,Merchant Ivory Productions,Nicholas Meyer,Adventure,346297,The deceivers,PG-13,9/2/88,102,6.1,Pierce Brosnan,795,John Masters
657,7000000,Smart Egg Pictures,Armand Mastroianni,Horror,136203,Cameron's closet,R,1/13/89,100,4.9,Cotter Smith,704,Gary Brandner
658,0,Arenafilm,Vincent Ward,Action,1333379,The navigator: a medieval odyssey,PG,12/15/88,90,7.0,Bruce Lyons,2661,Geoff Chapple
659,0,"Vista Organisation, The",David Beaird,Comedy,169785,Pass the ammo,R,3/4/88,93,6.1,Bill Paxton,414,Joel Cohen
660,16400000,Touchstone Pictures,Peter Weir,Comedy,95860116,Dead poets society,PG,6/9/89,128,8.0,Robin Williams,301100,Tom Schulman
661,35000000,Warner Bros.,Tim Burton,Action,251188924,Batman,PG-13,6/23/89,126,7.6,Michael Keaton,288860,Bob Kane
662,11500000,Paramount Pictures,Mary Lambert,Horror,57469179,Pet sematary,R,4/21/89,103,6.6,Dale Midkiff,70178,Stephen King
663,48000000,Paramount Pictures,Steven Spielberg,Action,197171806,Indiana jones and the last crusade,PG-13,5/24/89,127,8.3,Harrison Ford,566432,Jeffrey Boam
664,40000000,Walt Disney Pictures,Ron Clements,Animation,111543479,The little mermaid,G,11/17/89,83,7.6,Jodi Benson,188455,John Musker
665,55000000,Warner Bros.,Andrey Konchalovskiy,Action,63408614,Tango & cash,R,12/22/89,104,6.3,Sylvester Stallone,81242,Randy Feldman
666,17000000,Silver Pictures,Rowdy Herrington,Action,30050028,Road house,R,5/19/89,114,6.5,Patrick Swayze,47394,R. Lance Hill
667,27000000,Warner Bros.,Jeremiah S. Chechik,Comedy,71320000,National lampoon's christmas vacation,PG-13,12/1/89,97,7.6,Chevy Chase,115848,John Hughes
668,10000000,De Laurentiis Entertainment Group (DEG),Stephen Herek,Adventure,40485039,Bill & ted's excellent adventure,PG,2/17/89,90,6.9,Keanu Reeves,90901,Chris Matheson
669,0,Gordon Company,Phil Alden Robinson,Drama,64431625,Field of dreams,PG,5/5/89,107,7.5,Kevin Costner,91800,W.P. Kinsella
670,40000000,Universal Pictures,Robert Zemeckis,Adventure,118500000,Back to the future part ii,PG,11/22/89,108,7.8,Michael J. Fox,377402,Robert Zemeckis
671,70000000,Twentieth Century Fox Film Corporation,James Cameron,Adventure,54461047,The abyss,PG-13,8/9/89,145,7.6,Ed Harris,140371,James Cameron
672,15000000,Universal Pictures,John Hughes,Comedy,66758538,Uncle buck,PG,8/16/89,100,7.0,John Candy,68231,John Hughes
673,6500000,40 Acres & A Mule Filmworks,Spike Lee,Comedy,27545445,Do the right thing,R,7/21/89,120,7.9,Danny Aiello,65617,Spike Lee
674,0,Gladden Entertainment,Ted Kotcheff,Adventure,30218387,Weekend at bernie's,PG-13,7/5/89,97,6.4,Andrew McCarthy,40910,Robert Klane
675,18000000,TriStar Pictures,Edward Zwick,Biography,26830000,Glory,R,2/16/90,122,7.9,Matthew Broderick,107207,Kevin Jarre
676,16000000,Castle Rock Entertainment,Rob Reiner,Comedy,92823600,When harry met sally...,R,7/21/89,96,7.6,Billy Crystal,161347,Nora Ephron
677,0,TriStar Pictures,Herbert Ross,Comedy,83759091,Steel magnolias,PG,11/22/89,117,7.2,Shirley MacLaine,37333,Robert Harling
678,37000000,Columbia Pictures Corporation,Ivan Reitman,Action,112494738,Ghostbusters ii,PG,6/16/89,108,6.5,Bill Murray,152597,Dan Aykroyd
679,0,Gracie Films,Cameron Crowe,Comedy,20781385,Say anything...,PG-13,4/14/89,100,7.4,John Cusack,70820,Cameron Crowe
680,7500000,TriStar Pictures,Amy Heckerling,Comedy,140088813,Look who's talking,PG-13,10/13/89,93,5.8,John Travolta,67535,Amy Heckerling
681,25000000,Filmauro,George P. Cosmatos,Adventure,15704614,Leviathan,R,3/17/89,98,5.8,Peter Weller,14315,David Webb Peoples
682,18000000,Buena Vista Pictures,Joe Johnston,Adventure,130724172,"Honey, i shrunk the kids",PG,6/23/89,93,6.3,Rick Moranis,116845,Stuart Gordon
683,11000000,Mirage Enterprises,David S. Ward,Comedy,49797148,Major league,R,4/7/89,107,7.2,Tom Berenger,52280,David S. Ward
684,14000000,Ixtlan,Oliver Stone,Biography,70001698,Born on the fourth of july,R,1/5/90,145,7.2,Tom Cruise,82727,Ron Kovic
685,0,Columbia Pictures Corporation,John G. Avildsen,Action,38956288,The karate kid part iii,PG,6/30/89,112,5.0,Ralph Macchio,38560,Robert Mark Kamen
686,0,Imagine Entertainment,Joe Dante,Comedy,36602000,The 'burbs,PG,2/17/89,101,6.9,Tom Hanks,55800,Dana Olsen
687,31000000,Imagine Entertainment,Ron Howard,Comedy,100047830,Parenthood,PG-13,8/2/89,124,7.0,Steve Martin,37913,Lowell Ganz
688,28000000,Warner Bros.,Richard Donner,Action,147253986,Lethal weapon 2,R,7/7/89,114,7.2,Mel Gibson,137637,Jeffrey Boam
689,32000000,Danjaq,John Glen,Action,34667015,Licence to kill,PG-13,7/14/89,133,6.6,Timothy Dalton,79153,Michael G. Wilson
690,0,Vision PDG,Zalman King,Drama,11060485,Wild orchid,R,4/27/90,105,4.5,Mickey Rourke,9667,Patricia Louisianna Knop
691,0,Ferndale Films,Jim Sheridan,Biography,14743391,My left foot,R,3/30/90,103,7.9,Daniel Day-Lewis,54654,Shane Connaughton
692,0,Davis Entertainment,Richard Greenberg,Adventure,793775,Little monsters,PG,8/25/89,100,6.1,Fred Savage,8801,Terry Rossio
693,31000000,Universal Pictures,Steven Spielberg,Fantasy,43858790,Always,PG,12/22/89,122,6.4,Richard Dreyfuss,23834,Jerry Belson
694,1200000,Outlaw Productions (I),Steven Soderbergh,Drama,24741700,"Sex, lies, and videotape",R,9/22/89,100,7.2,James Spader,40625,Steven Soderbergh
695,10000000,Norman Twain Productions,John G. Avildsen,Drama,31906454,Lean on me,PG-13,3/3/89,108,7.4,Morgan Freeman,15445,Michael Schiffer
696,0,Allarts,Peter Greenaway,Crime,7724701,"The cook, the thief, his wife & her lover",NC-17,4/6/90,124,7.6,Richard Bohringer,28906,Peter Greenaway
697,27800000,Paramount Pictures,William Shatner,Action,52210049,Star trek v: the final frontier,PG,6/9/89,107,5.4,William Shatner,47303,Gene Roddenberry
698,7500000,"Zanuck Company, The",Bruce Beresford,Drama,106593296,Driving miss daisy,PG,1/26/90,99,7.4,Morgan Freeman,79478,Alfred Uhry
699,10000000,David Foster Productions,Graeme Clifford,Action,2777280,Gleaming the cube,PG-13,1/13/89,100,6.2,Christian Slater,5688,Michael Tolkin
700,22500000,Columbia Pictures Corporation,Brian De Palma,Crime,18671317,Casualties of war,R,8/18/89,113,7.1,Michael J. Fox,35439,Daniel Lang
701,0,Trans World Entertainment (TWE),Dorian Walker,Comedy,27843,Teen witch,PG-13,4/28/89,90,6.2,Robyn Lively,6711,Robin Menken
702,18000000,TriStar Pictures,Arthur Hiller,Comedy,46908987,"See no evil, hear no evil",R,5/12/89,103,6.8,Richard Pryor,40102,Earl Barret
703,1500000,Kings Road Entertainment,Mark DiSalle,Action,14697005,Kickboxer,R,9/8/89,97,6.4,Jean-Claude Van Damme,40427,Mark DiSalle
704,6000000,New Line Cinema,Stephen Hopkins,Fantasy,22168359,A nightmare on elm street 5: the dream child,R,8/11/89,89,5.1,Robert Englund,32517,Wes Craven
705,3000000,Magnum Pictures Inc.,Dominique Othenin-Girard,Horror,11642254,Halloween 5,R,10/13/89,96,5.2,Donald Pleasence,25314,John Carpenter
706,0,Touchstone Pictures,Roger Spottiswoode,Comedy,71079915,Turner & hooch,PG,7/28/89,97,6.1,Tom Hanks,52638,Dennis Shryack
707,0,Kennedy Miller Productions,Phillip Noyce,Horror,7825009,Terror a bordo,R,4/7/89,96,6.8,Nicole Kidman,31343,Terry Hayes
708,5000000,Paramount Pictures,Rob Hedden,Adventure,14343976,Friday the 13th part viii: jason takes manhattan,R,7/28/89,100,4.6,Jensen Daggett,25441,Rob Hedden
709,30000000,Eddie Murphy Productions,Eddie Murphy,Comedy,60864870,Harlem nights,R,11/17/89,116,5.9,Eddie Murphy,15602,Eddie Murphy
710,30000000,Paramount Pictures,Ridley Scott,Action,46212055,Black rain,R,9/22/89,125,6.6,Michael Douglas,42038,Craig Bolotin
711,13800000,Goldcrest Films International,Don Bluth,Animation,27100027,All dogs go to heaven,G,11/17/89,84,6.7,Dom DeLuise,29118,Don Bluth
712,500000,Cannon Entertainment,Albert Pyun,Action,10166459,Cyborg,R,4/7/89,86,5.0,Jean-Claude Van Damme,24943,Albert Pyun
713,8000000,Universal Pictures,Michael Ritchie,Comedy,35150960,Fletch lives,PG,3/17/89,95,6.1,Chevy Chase,16426,Gregory McDonald
714,6000000,Finnegan/Pinchuk Productions,Todd Holland,Adventure,14278900,The wizard,PG,12/15/89,96,6.0,Fred Savage,11308,David Chisholm
715,0,Twentieth Century Fox Film Corporation,Danny DeVito,Comedy,86888546,The war of the roses,R,12/8/89,116,6.8,Michael Douglas,40673,Warren Adler
716,9000000,Renaissance Films,Kenneth Branagh,Action,10161099,Henry v,PG-13,11/8/89,137,7.7,Kenneth Branagh,24726,William Shakespeare
717,18000000,Fries Entertainment,Jeff Kanew,Adventure,8508843,Troop beverly hills,PG,3/24/89,105,5.5,Shelley Long,7942,Ava Ostern Fries
718,19000000,Universal Pictures,Harold Becker,Crime,58571513,Sea of love,R,9/15/89,113,6.8,Al Pacino,32138,Richard Price
719,5000000,"Movie Group, The",Robert Radler,Action,1700000,Best of the best,PG-13,11/10/89,97,6.4,Eric Roberts,10215,Phillip Rhee
720,0,Brooksfilms,Chris Walas,Horror,20021322,The fly ii,R,2/10/89,105,4.9,Eric Stoltz,18023,Mick Garris
721,0,Lightning Pictures,Kathryn Bigelow,Action,8220000,Blue steel,R,3/16/90,102,5.6,Jamie Lee Curtis,9921,Kathryn Bigelow
722,0,Crescent Film Enterprises,Joan Micklin Silver,Comedy,3960327,Loverboy,PG-13,4/28/89,98,5.9,Patrick Dempsey,5949,Robin Schiff
723,33000000,Renn Productions,Milos Forman,Drama,1132112,Valmont relaciones peligrosas,R,11/17/89,137,7.0,Colin Firth,10789,Choderlos de Laclos
724,2500000,Avenue Pictures,Gus Van Sant,Crime,4729352,Drugstore cowboy,R,10/20/89,102,7.4,Matt Dillon,26923,James Fogle
725,0,"Deseo, El",Pedro AlmodÛvar,Comedy,4087361,Tie me up! tie me down!,NC-17,4/12/90,101,7.0,Victoria Abril,19654,Pedro AlmodÛvar
726,0,Lightning Pictures,Marc Rocco,Comedy,5552441,Dream a little dream,PG-13,3/3/89,114,5.9,Corey Feldman,5231,Daniel Jay Franklin
727,7000000,New World Pictures,Steve Miner,Action,9094451,Warlock,R,1/11/91,103,6.2,Julian Sands,12449,David Twohy
728,35000000,TMS Entertainment,Masami Hata,Family,1368210,Little nemo: adventures in slumberland,G,8/21/92,85,7.2,Gabriel Damon,5800,Chris Columbus
729,0,Alliance Communications Corporation,Jean-Claude Lord,Drama,536508,Eddie and the cruisers ii: eddie lives!,PG-13,8/18/89,99,6.2,Michael ParÈ,2273,P.F. Kluge
730,24000000,White Eagle,John Flynn,Crime,22099847,Lock up,R,8/4/89,109,6.4,Sylvester Stallone,32079,Richard Smith
731,3000000,High Bar Productions,Jim Wheat,Horror,76325,After midnight,R,11/3/89,90,5.6,Jillian McWhirter,1173,Ken Wheat
732,0,First Millenium Partnership,Michael Anderson,Drama,5777099,Millennium,PG-13,8/25/89,108,5.7,Kris Kristofferson,5238,John Varley
733,5000000,Cinecorp SAC,Jay Levey,Comedy,6157157,Uhf,PG-13,7/21/89,97,7.0,'Weird Al' Yankovic,22399,'Weird Al' Yankovic
734,13000000,Gladden Entertainment,Steve Kloves,Drama,16823529,The fabulous baker boys,R,10/13/89,114,6.8,Jeff Bridges,18751,Steve Kloves
735,5000000,Palace Pictures,Zelda Barron,Comedy,6957975,Shag,PG,7/21/89,98,6.3,Phoebe Cates,3203,Lanier Laney
736,19000000,Jack Rollins & Charles H. Joffe Productions,Woody Allen,Comedy,18254702,Crimes and misdemeanors,PG-13,11/3/89,104,8.0,Martin Landau,46269,Woody Allen
737,2800000,JVC Entertainment Networks,Jim Jarmusch,Comedy,367879,Mystery train,R,11/17/89,110,7.6,Masatoshi Nagase,20241,Jim Jarmusch
738,0,Orion Pictures,Jim McBride,Biography,13741060,Great balls of fire!,PG-13,6/30/89,108,6.2,Dennis Quaid,13448,Myra Lewis
739,8000000,Carolco Entertainment,Sean S. Cunningham,Action,8143225,Deepstar six,R,1/13/89,105,5.2,Greg Evigan,7701,Lewis Abernathy
740,5000000,Alive Films,Wes Craven,Comedy,16554699,Shocker,R,10/27/89,109,5.4,Michael Murphy,12181,Wes Craven
741,15000000,Touchstone Pictures,Francis Veber,Action,40590000,Three fugitives,PG-13,1/27/89,96,6.1,Nick Nolte,9199,Francis Veber
742,0,Paramount Pictures,Lewis Gilbert,Comedy,6353913,Shirley valentine,R,8/30/89,108,7.2,Pauline Collins,5718,Willy Russell
743,10000000,TriStar Pictures,Phillip Noyce,Action,2692037,Blind fury,R,3/16/90,86,6.3,Rutger Hauer,11576,RyÙzÙ Kasahara
744,12000000,Lorimar Film Entertainment,John Irvin,Action,15942628,Next of kin,R,10/20/89,108,5.7,Patrick Swayze,7644,Michael Jenning
745,15000000,Touchstone Pictures,Woody Allen,Comedy,10763469,New york stories,PG,3/10/89,124,6.4,Woody Allen,14652,Richard Price
746,10000000,Empire Pictures,Stuart Gordon,Action,1272977,Robot jox,PG,11/21/90,85,5.3,Gary Graham,4665,Stuart Gordon
747,15000000,Universal Pictures,Howard Zieff,Comedy,28890240,The dream team,PG-13,4/7/89,113,6.5,Michael Keaton,10768,Jon Connolly
748,0,Orion Pictures,Susan Seidelman,Comedy,15351421,She-devil,PG-13,12/8/89,99,5.5,Meryl Streep,13531,Fay Weldon
749,4000000,Lightyear Entertainment,Jim Wynorski,Sci-Fi,192816,The return of swamp thing,PG-13,5/12/89,84,4.5,Dick Durock,3054,Len Wein
