rank,name,year,total
3715,Nick and norah's infinite playlist,2008,33556631
3716,Friday after next,2002,33526835
3717,Heroes,1977,33500000
3718,Bait,2012,33492566
3719,"Run, fat boy, run",2007,33478921
3720,Fireproof,2008,33473297
3721,Red planet,2000,33463969
3722,Air america,1990,33461269
3723,Mystery men,1999,33461011
3724,Matilda,1996,33459416
3725,2016: obama's america,2012,33449086
3726,Get on up,2014,33448971
3727,Tell no one,2006,33428799
3728,Wonder boys,2000,33426588
3729,Pokémon: jirachi - wish maker,2003,33393751
3730,The perks of being a wallflower,2012,33384127
3731,Reality bites,1994,33351557
3732,The box,2009,33334176
3733,Girls,2014,33325338
3734,And justice for all,1979,33300000
3735,The cave,2005,33296457
3736,Marathon,2005,33284089
3737,L'auberge espagnole,2002,33272835
3738,Perfect strangers,2017,33262366
3739,Confessions of a teenage drama queen,2004,33251890
3740,Project almanac,2015,33213241
3741,Bharat,2019,33185983
3742,Forget paris,1995,33177694
3743,Baaghi 2,2018,33139063
3744,Teen wolf,1985,33086611
3745,The crocodile hunter: collision course,2002,33082548
3746,The eighth day,1997,33031984
3747,Girl with a pearl earring,2003,33030115
3748,The brice man,2005,33026616
3749,Dogwood tree,2010,33016351
3750,Confessions of a dangerous mind,2002,33013805
3751,Tron,1982,33000000
3752,Friday the 13th: the final chapter,1984,32980880
3753,Inside llewyn davis,2013,32960249
3754,Lockout,2012,32948113
3755,Sleepless,2017,32917353
3756,The joy luck club,1993,32901136
3757,Yatterman,2009,32897214
3758,Brightburn,2019,32893421
3759,Les profs,2013,32867967
3760,7 dwarves: the forest is not enough,2006,32863752
3761,Giant,1956,32855818
3762,Hindi medium,2017,32841493
3763,The crossing,2014,32806475
3764,Fly me to the saitama,2019,32802347
3765,Adaptation.,2002,32801173
3766,Old boys: the way of the dragon,2014,32800000
3767,Doraemon the movie: nobita's new great adventure into the underworld,2007,32787846
3768,Steel rain,2017,32783733
3769,Homeward bound ii: lost in san francisco,1996,32772492
3770,Underdogs,2013,32768940
3771,Lol (laughing out loud) ®,2009,32764784
3772,C'est la vie!,2017,32764243
3773,For richer or poorer,1997,32748995
3774,Awake,2007,32730062
3775,Katy perry: part of me,2012,32726956
3776,Ferngully: the last rainforest,1992,32710894
3777,Problem child 2,1991,32704700
3778,Leap year,2010,32686500
3779,Tommy boy,1995,32679899
3780,Coming home,1978,32653905
3781,The accidental tourist,1988,32632093
3782,Mud,2013,32613173
3783,Planet of the apes,1968,32598072
3784,88 minutes,2007,32593385
3785,Cry wolf,2005,32586408
3786,Last chance harvey,2008,32568427
3787,The musketeer,2001,32533802
3788,The hurricane heist,2018,32517248
3789,Midsummer's equation,2013,32514549
3790,Rec,2007,32511655
3791,Endless love,1981,32492674
3792,Fighting,2009,32482728
3793,Nameless gangster: rules of the time,2012,32472645
3794,Uglydolls,2019,32450241
3795,Movie 43,2012,32443111
3796,The house that never dies: reawakening,2017,32433588
3797,Black sheep,1996,32417995
3798,The invention of lying,2009,32406507
3799,Dhoom 2,2006,32396427
3800,Rumble in the bronx,1996,32392047
3801,Stuber,2019,32390945
3802,Detective k: secret of virtuous widow,2011,32358664
3803,Alpha dog,2007,32351125
3804,The wave,2008,32350637
3805,Hit me anyone one more time!,2019,32333512
3806,Nothing in common,1986,32324557
3807,The muppet christmas carol,1992,32319318
3808,Kevin hart: let me explain,2013,32318051
3809,Potiche,2010,32309881
3810,Pokémon,2013,32293377
3811,Hart's war,2002,32287044
3812,The age of innocence,1993,32255440
3813,Seven psychopaths,2012,32226382
3814,The lost boys,1987,32222567
3815,Somewhere winter,2019,32218990
3816,The bad news bears,1976,32211330
3817,Silverado,1985,32192570
3818,Reindeer games,2000,32168970
3819,The after-dinner mysteries,2013,32160741
3820,Alien nation,1988,32155047
3821,The kid who would be king,2019,32140970
3822,Amazing grace,2007,32120360
3823,April bride,2009,32112343
3824,The suspect: muroi shinji,2005,32104229
3825,The lawnmower man,1992,32100816
3826,The accused,1988,32078318
3827,Battle ground 625,2005,32065527
3828,You again,2010,32054369
3829,Copycat,1995,32051917
3830,Leaving las vegas,1995,32029928
3831,Two tigers,2019,32001580
3832,Metro,1997,32000301
3833,Psycho,1960,32000000
3834,Os dez mandamentos - o filme,2016,31998251
3835,Dilwale,2015,31994323
3836,Stick it,2006,31976848
3837,Suffragette,2015,31972096
3838,The floating castle,2012,31967471
3839,The neighbors,2012,31949315
3840,Hunting and gathering,2007,31920899
3841,All about me,2018,31920159
3842,Bounty hunters,2016,31918573
3843,Lean on me,1989,31906454
3844,Dressed to kill,1980,31899000
3845,Crayon shin-chan movie 23: ora no hikkoshi monogatari - saboten daisuugeki,2006,31897546
3846,Bad times at the el royale,2018,31882724
3847,Children of a lesser god,1986,31853080
3848,The seeker: the dark is rising,2007,31852619
3849,Tinker bell and the legend of the neverbeast,2014,31836701
3850,Marrying the mafia 2: enemy-in-law,2005,31835989
3851,Les seigneurs,2012,31822402
3852,Self/less,2015,31807156
3853,The outlaw josey wales,1976,31800000
3854,Blood work,2002,31794718
3855,The bear,1989,31753898
3856,Spring breakers,2013,31724284
3857,Doraemon the movie: nobita and the green giant legend,2008,31684949
3858,Suddenly paradise,2003,31679869
3859,History of the world: part i,1981,31672907
3860,Hunter killer,2018,31672678
3861,Rent,2005,31670620
3862,Ae dil hai mushkil,2016,31668920
3863,Anna,2019,31640190
3864,Super troopers 2,2018,31626386
3865,Can't buy me love,1987,31623833
3866,Daddy's little girls,2007,31609243
3867,Double take,2001,31603059
3868,Rob roy,1995,31596911
3869,Love in the time of cholera,2007,31575877
3870,Little big man,1970,31559552
3871,Jennifer's body,2009,31556061
3872,The four 3,2014,31521335
3873,The thing,2011,31505287
3874,Beverly hills ninja,1997,31480418
3875,Dance flick,2009,31439140
3876,A serious man,2009,31430334
3877,Dogma,1999,31429330
3878,I don't know how she does it,2011,31410151
3879,Eddie,1996,31387164
3880,Assassination classroom: the graduation,2016,31383050
3881,Lost souls,2000,31355910
3882,The people under the stairs,1991,31347154
3883,Johnson family vacation,2004,31326183
3884,What's in a name?,2012,31303580
3885,The secret garden,1993,31301275
3886,101 proposals,2013,31283838
3887,How high,2001,31283740
3888,Tazza: the hidden card,2014,31278476
3889,Perfect strangers,2016,31261490
3890,Bustin' loose,1981,31261269
3891,Deutschland. ein sommermärchen,2006,31257991
3892,Saving mr. wu,2015,31222161
3893,The great muppet caper,1981,31206251
3894,Welcome,2007,31203567
3895,Pride and glory,2008,31200557
3896,The stepfather,2009,31198531
3897,The invisible guest,2017,31191910
3898,My dear liar,2019,31177968
3899,The new guy,2002,31167388
3900,Joyful noise,2012,31158113
3901,Death proof,2007,31126421
3902,D' mrs. brown's boys movie,2014,31116264
3903,Train man,2005,31090100
3904,Premium rush,2012,31083599
3905,Mesrine part 1: killer instinct,2008,31076533
3906,Ultraviolet,2006,31070211
3907,High anxiety,1977,31063038
3908,Conan the destroyer,1984,31042035
3909,The strangers: prey at night,2018,31039126
3910,The wild goose lake,2019,31037956
3911,Vysotsky: thank god i'm alive,2011,31016553
3912,This is not what i expected,2017,30996615
3913,Silenced,2011,30996130
3914,The promise,2005,30995924
3915,Joe dirt,2001,30987695
3916,Pathfinder,2007,30984583
3917,Playing for keeps,2012,30962335
3918,Nuts,1987,30950002
3919,Rise of the legend,2014,30932534
3920,Billy lynn's long halftime walk,2016,30930984
3921,Dune,1984,30925690
3922,Hearts in atlantis,2001,30919415
3923,Pandora,2016,30896701
3924,Gintama 2: rules are made to be broken,2018,30896653
3925,Igor,2008,30893885
3926,The princess bride,1987,30881007
3927,Murphy's romance,1985,30867525
3928,Powder,1995,30862156
3929,The texas chain saw massacre,1974,30859000
3930,African cats,2011,30857747
3931,Attack on titan part 1,2015,30810658
3932,I love trouble,1994,30806194
3933,Winter's tale,2014,30800231
3934,Monsoon wedding,2001,30787356
3935,Wolf creek,2005,30762648
3936,Exorcist ii: the heretic,1977,30749142
3937,Norm of the north,2016,30734502
3938,Carnage,2011,30722632
3939,Out to sea,1997,30716901
3940,Posledniy bogatyr,2017,30700192
3941,A man called ove,2015,30691696
3942,Young doctors in love,1982,30688860
3943,City of god,2002,30680793
3944,Nancy drew,2007,30666930
3945,A wedding invitation,2013,30665036
3946,When the bough breaks,2016,30658387
3947,Virus,1999,30657854
3948,Wild tales,2014,30642704
3949,Superstar,1999,30636478
3950,Major league ii,1994,30626182
3951,Twosabu ilchae,2006,30622421
3952,Be kind rewind,2008,30579406
3953,Blank check,1994,30577969
3954,An american werewolf in london,1981,30565292
3955,Cabin fever,2003,30553394
3956,Two for the money,2005,30526509
3957,The best movie,2008,30525503
3958,Sleepwalkers,1992,30524763
3959,A dangerous method,2011,30519436
3960,The four,2012,30505808
3961,Uncommon valor,1983,30503151
3962,A silent voice: the movie,2016,30490447
3963,My neighbor totoro,2002,30476970
3964,The lord of the rings,1978,30471420
3965,The champ,1979,30441738
3966,Natale a new york,2006,30437121
3967,What's your number?,2011,30426096
3968,A beautiful wife,2007,30385222
3969,The girl next door,2004,30381722
3970,S storm,2016,30381402
3971,The way of the bug,2018,30355804
3972,A night at the roxbury,1998,30331165
3973,Nocturnal animals,2016,30311857
3974,Assassins,1995,30303072
3975,The great debaters,2007,30271556
3976,Bloodshot,2020,30265633
3977,Doraemon: nobita and the new steel troops: ~winged angels~,2011,30236973
3978,Far from the madding crowd,2015,30229977
3979,Weekend at bernie's,1989,30218387
3980,Eternal moment,2011,30186159
3981,A tale of mari and three puppies,2007,30183621
3982,I do: how to get married and stay single,2006,30178449
3983,Being there,1979,30177511
3984,The grand heist,2012,30158762
3985,Blown away,1994,30156002
3986,Wild things,1998,30147739
3987,When the game stands tall,2014,30138754
3988,The rum diary,2011,30134958
3989,Godsend,2004,30120671
3990,Clergy,2018,30114115
3991,Major payne,1995,30112050
3992,Double impact,1991,30102717
3993,My own swordsman,2011,30082188
3994,Shaun of the dead,2004,30079310
3995,Free willy 2: the adventure home,1995,30077111
3996,Revenge of the nerds ii: nerds in paradise,1987,30063289
3997,The getaway,1994,30057974
3998,Road house,1989,30050028
3999,Point of no return,1993,30038362
4000,Sophie's choice,1982,30036000
4001,Laws of attraction,2003,30031874
4002,The gods must be crazy,1984,30031783
4003,Solaris,2002,30002758
4004,A nightmare on elm street 2: freddy's revenge,1985,29999213
4005,Natale a beverly hills,2009,29976481
4006,Madeline,1998,29967750
4007,Reset,2017,29966205
4008,Small time crooks,2000,29934477
4009,Keeping up with the joneses,2016,29918745
4010,Neighbors,1981,29916207
4011,Rab ne bana di jodi,2008,29914469
4012,Pulse,2006,29907685
4013,Crows zero ii,2009,29893636
4014,Green card,1990,29888235
4015,The four feathers,2002,29882645
4016,The bye bye man,2017,29874280
4017,Jumpin' jack flash,1986,29844101
4018,You are the apple of my eye,2011,29843025
4019,Serpico,1973,29829963
4020,Draft day,2014,29824199
4021,The disaster artist,2017,29820616
4022,Ice,2018,29806210
4023,Like a boss,2020,29753143
4024,Torrente 4,2011,29737384
4025,Lissi und der wilde kaiser,2007,29733764
4026,Battlefield earth,2000,29725663
4027,The swindlers,2017,29721916
4028,Angel eyes,2001,29715606
4029,The world according to garp,1982,29712172
4030,The raven,2012,29699345
4031,City by the sea,2002,29676703
4032,Masterminds,2016,29674699
4033,The sorcerer and the white snake,2011,29668475
4034,Death note,2006,29667169
4035,Amour,2012,29664140
4036,Maya the bee movie,2014,29647871
4037,Luther,2003,29632684
4038,Across the universe,2007,29625761
4039,Cursed,2005,29621722
4040,An american haunting,2006,29612137
4041,The fox & the child,2007,29610210
4042,Never cry wolf,1983,29600000
4043,W.,2008,29560587
4044,In the valley of elah,2007,29541790
4045,20th century boys 2: the last hope,2009,29502213
4046,Fools rush in,1997,29481428
4047,Twilight zone: the movie,1983,29450919
4048,Bugs!,2003,29445226
4049,The pledge,2001,29419291
4050,The valet,2006,29414553
4051,The losers,2010,29397654
4052,A low down dirty shame,1994,29392418
4053,All about my wife,2012,29382038
4054,Baby boy,2001,29381649
4055,Alibi.com,2017,29370592
4056,Nurse betty,2000,29364989
4057,The frighteners,1996,29359216
4058,Mr. holmes,2015,29355203
4059,Spice world,1998,29342592
4060,Rowdy rathore,2012,29342463
4061,Sword art online the movie: ordinal scale,2017,29322339
4062,Christmas on the nile,2002,29320869
4063,Free solo,2018,29318861
4064,Silent witness,2013,29315945
4065,Easy money,1983,29309766
4066,The class,2008,29303505
4067,Hoffa,1992,29302121
4068,Shoot to kill,1988,29300090
4069,Legend no. 17,2013,29295378
4070,Dragon,2011,29282887
4071,Yu-gi-oh!: the movie - pyramid of light,2004,29266490
4072,Big eyes,2014,29253166
4073,Tokyo tower,2005,29249326
4074,Dad,1989,29237250
4075,Romy and michele's high school reunion,1997,29235353
4076,Chinatown,1974,29225935
4077,Fall in love at first kiss,2019,29206238
4078,Bulworth,1998,29202884
4079,Fort apache the bronx,1981,29200000
4080,The young victoria,2009,29196409
4081,The santa claus gang,2010,29181330
4082,Raising arizona,1987,29180280
4083,Dark figure of crime,2018,29176133
4084,The rose,1979,29174648
4085,Flight crew,2016,29171110
4086,Singh is king,2008,29169677
4087,Unfair: the answer,2011,29166054
4088,Viking,2016,29161298
4089,The last picture show,1971,29146131
4090,Special id,2013,29139936
4091,I give it a year,2013,29128433
4092,My hero academia: heroes rising,2019,29127005
4093,Cold creek manor,2003,29119434
4094,Sacrifice,2010,29093560
4095,St. trinian's,2007,29066681
4096,The fatal encounter,2014,29060186
4097,Pad man,2018,29045020
4098,Far from heaven,2002,29027914
4099,Spec: heaven,2012,29023960
4100,Madonna: truth or dare,1991,29012935
4101,New in town,2009,29010817
4102,The unbroken,2009,29000322
4103,3 ninjas,1992,29000301
4104,Herbie goes to monte carlo,1977,29000000
4105,Shorts,2009,28972508
4106,Recep ivedik 5,2017,28952258
4107,James and the giant peach,1996,28946127
4108,Family honor,2002,28903789
4109,M.s. dhoni: the untold story,2016,28903047
4110,The dream team,1989,28890240
4111,In the army now,1994,28881266
4112,L.a. story,1991,28862081
4113,Monster family,2017,28820586
4114,Agent cody banks 2: destination london,2004,28818995
4115,The shawshank redemption,1994,28815245
4116,Kokowääh 2,2013,28811936
4117,Boiler room,2000,28780255
4118,Speak bachchan,2012,28775262
4119,Pope joan,2009,28748076
4120,Starman,1984,28744356
4121,Saving grace,2000,28741330
4122,Deceived,1991,28738096
4123,Drop zone,1994,28735315
4124,Twins 2,2017,28733523
4125,The last starfighter,1984,28733290
4126,Yolki 2,2011,28719002
4127,The suspect,2013,28674130
4128,Wrong turn,2003,28650575
4129,The fortress,2017,28645448
4130,Love & mercy,2015,28641776
4131,Hoosiers,1986,28607524
4132,Lawless kingdom,2013,28599970
4133,Fathers' day,1997,28598376
4134,Pokémon the movie: diancie and the cocoon of destruction,2014,28595105
4135,Final analysis,1992,28590665
4136,Recep ivedik,2008,28548025
4137,The out-of-towners,1999,28544120
4138,Flying colors,2015,28525563
4139,Heist,2001,28510652
4140,House calls,1978,28460702
4141,Go,1999,28451622
4142,High road to china,1983,28445927
4143,Deranged,2012,28444173
4144,Taxi driver,1976,28441292
4145,The kiyosu conference,2013,28338665
4146,Brown sugar,2002,28316451
4147,Thunderbirds,2004,28283637
4148,Class action,1991,28277918
4149,The master,2012,28258060
4150,Fan,2016,28240000
4151,The upside of anger,2005,28237488
4152,Victor victoria,1982,28229046
4153,Friday,1995,28215918
4154,Ernest saves christmas,1988,28202109
4155,Case 39,2009,28190603
4156,Gully boy,2019,28141995
4157,The deep end of the ocean,1999,28121100
4158,Yo-kai watch movie 3,2016,28110245
4159,Triumph in the skies,2015,28085162
4160,Grosse pointe blank,1997,28084357
4161,Cannonball run ii,1984,28078073
4162,Police academy 4: citizens on patrol,1987,28061343
